City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,metlili chaamba,32.2667,3.6333,7.52,71,0,1.54,DZ,1703210367
365,mendefera,14.8872,38.8153,15.09,48,0,0.84,ER,1703210368
366,malvan,16.0667,73.4667,24.54,51,92,2.56,IN,1703210368
367,rafsanjan,30.4067,55.9939,6.37,42,0,2.69,IR,1703210369
368,kollam,8.8833,76.6,25.32,83,100,3.25,IN,1703210369
369,palmer,42.1584,-72.3287,-2.14,48,0,6.17,US,1703210370
370,vadso,70.0744,29.7487,-6.91,79,20,6.17,NO,1703210371
371,cova figueira,14.8905,-24.2934,19.4,69,5,7.08,CV,1703210371
372,itaituba,-4.2761,-55.9836,23.54,99,100,0.75,BR,1703210372
373,numata,36.6333,139.05,3.54,54,69,1.77,JP,1703210373
374,breckenridge,32.7557,-98.9023,15.94,100,100,5.96,US,1703210300
375,greenland,43.0362,-70.8328,-2.16,60,0,2.57,US,1703210374
376,salym,60.0625,71.4789,1.05,98,100,5.08,RU,1703210374
377,grand falls-windsor,48.9332,-55.6649,-2.4,91,100,10.2,CA,1703210375
378,angaur state,6.906,134.13,28.38,73,66,7.21,PW,1703210375
379,merizo village,13.2658,144.6691,30.32,82,13,8.29,GU,1703210376
380,vytegra,61.0064,36.4481,-2.02,87,99,3.58,RU,1703210377
381,mana,5.6592,-53.7767,25.81,91,25,3.94,GF,1703210377
382,esperantinopolis,-4.8667,-44.7083,25.29,78,87,1.28,BR,1703210378
383,brisas de zicatela,15.8369,-97.0419,23.31,65,0,1.09,MX,1703210379
384,aguazul,5.1728,-72.5471,27.2,68,100,1.91,CO,1703210379
385,nagqu,31.5,92.0,-18.18,71,90,0.87,CN,1703210380
386,manismata,-2.4667,111.0333,29.11,78,89,0.56,ID,1703210380
387,muli,2.9167,73.5667,26.23,84,100,3.64,MV,1703210381
388,taroudant,30.4703,-8.877,13.1,31,0,4.31,MA,1703210381
389,nadi,-17.8,177.4167,29.0,84,75,2.57,FJ,1703210382
390,ciudad acuna,29.3232,-100.9522,17.39,84,20,3.09,MX,1703210383
391,jamestown,42.097,-79.2353,-0.82,89,0,3.09,US,1703210126
392,abepura,-2.6333,140.5833,31.45,62,20,4.12,ID,1703210384
393,al aaroui,35.0118,-3.0045,10.14,93,0,1.54,MA,1703210384
394,isangel,-19.55,169.2667,30.1,70,16,2.72,VU,1703210385
395,indaial,-26.8978,-49.2317,22.55,96,94,0.74,BR,1703210386
396,ongjin,37.9347,125.3619,-8.06,77,64,6.95,KP,1703210387
397,nieves,15.3274,120.9485,28.3,61,72,2.58,PH,1703210387
398,porto novo,6.4965,2.6036,24.6,70,11,1.46,BJ,1703210388
399,martapura,-3.4167,114.85,29.05,79,20,2.06,ID,1703210388
400,skeldon,5.8833,-57.1333,25.54,90,96,3.4,GY,1703210389
401,walvis bay,-22.9575,14.5053,15.53,88,37,4.12,NA,1703210389
402,phan rang-thap cham,11.5667,108.9833,25.69,73,95,8.35,VN,1703210390
403,callao,-12.0667,-77.15,22.62,73,0,7.2,PE,1703210391
404,prado,-17.3411,-39.2208,25.14,84,82,4.56,BR,1703210391
405,tutong,4.8,114.65,29.05,73,77,1.9,BN,1703210392
406,east london,-33.0153,27.9116,20.37,86,39,5.6,ZA,1703210392
407,hasaki,35.7333,140.8333,10.16,35,6,1.85,JP,1703210394
408,mugia,43.1041,-9.2179,13.29,81,34,7.2,ES,1703210394
409,saint-francois,46.4154,3.9054,8.69,100,100,5.66,FR,1703210215
410,konarka,19.9,86.1167,13.22,55,3,2.37,IN,1703210395
411,maryville,35.7565,-83.9705,8.47,61,100,0.25,US,1703210396
412,barcelos,41.5388,-8.6151,9.95,81,0,2.3,PT,1703210396
413,pedro ii,-4.4247,-41.4586,23.94,70,39,1.64,BR,1703210397
414,saudarkrokur,65.7461,-19.6394,-8.11,89,100,4.9,IS,1703210398
415,belur,13.1667,75.8667,18.14,86,58,1.09,IN,1703210398
416,badger,64.8,-147.5333,-15.86,84,75,0.0,US,1703210399
417,dukhan,25.4297,50.7858,19.68,60,92,2.17,QA,1703210399
418,vizinga,61.0749,50.1031,-5.4,98,100,1.11,RU,1703210402
419,buala,-8.145,159.5921,29.98,67,86,0.94,SB,1703210406
420,monkey bay,-14.0728,34.9201,25.89,77,100,2.0,MW,1703210407
421,floro,61.5996,5.0328,0.98,75,100,14.4,NO,1703210408
422,gamba,-2.65,10.0,24.22,93,100,1.06,GA,1703210408
423,barah,13.7,30.3667,19.59,27,1,4.88,SD,1703210409
424,santa ana,33.7456,-117.8678,19.21,76,100,2.57,US,1703210154
425,ciamis,-7.3257,108.3534,29.85,59,74,1.12,ID,1703210415
426,reggane,26.7158,0.1714,12.17,26,0,4.86,DZ,1703210357
427,princeville,45.7668,-61.2985,-2.27,92,100,5.36,CA,1703210418
428,eyl,7.9803,49.8164,24.13,88,30,5.73,SO,1703210419
429,eraan,9.0629,117.7016,29.38,70,97,2.63,PH,1703210420
430,robit,12.0167,39.6333,16.66,67,5,0.58,ET,1703210421
431,igarka,67.4667,86.5833,-9.0,94,100,10.58,RU,1703210421
432,tual,-5.6667,132.75,28.55,79,100,5.36,ID,1703210422
433,otjimbingwe,-22.35,16.1333,25.58,18,100,1.78,NA,1703210423
434,sao goncalo do sapucai,-21.8922,-45.5953,19.86,86,72,1.59,BR,1703210424
435,haimen,23.1935,116.6142,6.94,57,100,6.11,CN,1703210424
436,aykhal,66.0,111.5,-27.67,100,55,2.86,RU,1703210425
437,ixtapa,20.7,-105.2,21.36,87,92,0.79,MX,1703210166
438,sisimiut,66.9395,-53.6735,-11.79,85,100,3.58,GL,1703210426
439,puerto aysen,-45.4,-72.7,13.37,97,94,2.01,CL,1703210427
440,brookings,44.3114,-96.7984,5.1,97,100,4.12,US,1703210428
441,el jadid,33.2549,-8.506,13.48,84,0,3.04,MA,1703210429
442,cadale,2.7603,46.3222,26.51,84,41,7.8,SO,1703210430
443,kyzylorda,44.8528,65.5092,-3.99,80,0,7.0,KZ,1703210431
444,raja,8.4596,25.678,24.01,29,73,1.11,SS,1703210432
445,mossel bay,-34.1831,22.146,15.96,81,0,5.87,ZA,1703210434
446,teguise,29.0605,-13.564,15.12,67,0,6.17,ES,1703210435
447,namdrik,5.5994,168.1028,28.07,81,65,9.2,MH,1703210436
448,kill devil hills,36.0307,-75.676,8.32,74,0,1.54,US,1703210438
449,pemangkat,1.1667,108.9667,28.1,77,55,3.08,ID,1703210439
450,semnan,35.5729,53.3971,2.58,64,1,0.78,IR,1703210440
451,dryden,49.7833,-92.7503,1.16,75,100,4.12,CA,1703210441
452,birobidzhan,48.8,132.95,-28.43,90,21,0.87,RU,1703210442
453,la ronge,55.1001,-105.2842,-3.86,86,40,1.54,CA,1703210443
454,monmouth,40.3001,-74.1663,1.88,66,0,1.54,US,1703210443
455,akureyri,65.6835,-18.0878,-16.02,95,62,2.35,IS,1703210444
456,tromso,69.6496,18.957,-3.99,63,20,6.17,NO,1703210445
457,bamyan,34.75,67.25,-6.62,42,0,3.29,AF,1703210445
458,cha grande,-8.2383,-35.4617,21.99,93,70,4.55,BR,1703210446
459,urcos,-13.6861,-71.6228,15.94,92,100,2.92,PE,1703210447
460,stephenville,32.2207,-98.2023,14.53,98,100,3.09,US,1703210448
461,luanda,-8.8368,13.2343,26.0,89,75,3.6,AO,1703210448
462,kalat,29.0225,66.5916,7.23,31,65,1.49,PK,1703210448
463,itacare,-14.2775,-38.9967,24.56,92,100,2.76,BR,1703210449
464,banda aceh,5.5577,95.3222,27.97,75,72,5.25,ID,1703210449
465,wooster,40.8051,-81.9351,4.32,74,100,1.54,US,1703210450
466,chui,-33.6971,-53.4616,18.0,95,3,3.06,UY,1703210451
467,moree,-29.4667,149.85,25.86,56,75,1.9,AU,1703210451
468,vilyuchinsk,52.9306,158.4028,-13.85,64,12,2.95,RU,1703210452
469,pandan,14.0453,124.1694,27.6,81,19,5.25,PH,1703210452
470,cururupu,-1.8283,-44.8683,26.1,85,100,2.15,BR,1703210453
471,matelica,43.2541,13.0106,9.76,82,10,4.48,IT,1703210453
472,oud gastel,51.5847,4.461,9.46,77,75,8.75,NL,1703210454
473,pangkalanbuun,-2.6833,111.6167,31.58,63,94,0.67,ID,1703210426
474,wellington,-41.2866,174.7756,20.87,79,100,6.17,NZ,1703210455
475,kanniyakumari,8.0833,77.5667,25.4,83,100,8.51,IN,1703210455
476,midvagur,62.0511,-7.1939,-1.54,86,75,6.17,FO,1703210456
477,lazaro cardenas,17.9583,-102.2,25.62,80,99,3.12,MX,1703210239
478,istaravshan,39.9142,69.0033,4.24,32,0,3.08,TJ,1703210457
479,sao miguel do araguaia,-13.275,-50.1628,22.65,95,100,2.09,BR,1703210458
480,volchikha,52.0333,80.3833,-2.79,96,100,6.26,RU,1703210458
481,siquijor,9.2142,123.515,29.95,79,67,6.6,PH,1703210458
482,borzya,50.3833,116.5167,-25.91,91,18,0.96,RU,1703210459
483,acajutla,13.5928,-89.8275,25.02,58,4,4.46,SV,1703210460
484,paracale,14.2804,122.7881,26.35,88,96,4.47,PH,1703210460
485,assemini,39.2915,9.0015,16.13,64,40,13.38,IT,1703210461
486,concordia,-31.393,-58.0209,20.62,88,22,2.59,AR,1703210461
487,zalingei,12.9096,23.4741,19.81,24,89,2.75,SD,1703210462
488,coronel suarez,-37.4547,-61.9334,16.19,73,0,2.38,AR,1703210463
489,murang'a,-0.7167,37.15,14.29,92,17,1.98,KE,1703210463
490,saint-cyr-sur-mer,43.1835,5.7091,14.86,69,45,15.34,FR,1703210464
491,berezovo,63.9381,65.0419,-6.78,92,32,4.01,RU,1703210465
492,miri,4.4148,114.0089,26.08,94,40,2.57,MY,1703210465
493,alofi,-19.0595,-169.9187,27.94,57,75,7.72,NU,1703210466
494,kutum,14.2,24.6667,16.39,32,9,3.61,SD,1703210466
495,patong,7.8961,98.2966,28.08,77,55,6.23,TH,1703210467
496,lagos,6.5833,3.75,23.35,78,22,0.67,NG,1703210186
497,fada,9.5667,8.3,21.0,27,98,3.46,NG,1703210468
498,egilsstadir,65.2653,-14.3948,-9.05,67,40,1.54,IS,1703210469
499,buka,40.8108,69.1986,1.25,58,0,0.51,UZ,1703210470
500,hualien city,23.9769,121.6044,13.12,80,93,6.47,TW,1703210470
501,lubango,-14.9172,13.4925,17.92,94,99,2.06,AO,1703210471
502,nizhneangarsk,55.7833,109.55,-19.44,83,100,2.24,RU,1703210471
503,mo i rana,66.3128,14.1428,-2.74,63,100,4.12,NO,1703210472
504,nguigmi,14.2495,13.1092,18.77,23,4,5.66,NE,1703210473
505,gotsucho,35.0,132.2167,0.56,74,100,12.08,JP,1703210473
506,totness,5.8833,-56.3167,26.71,86,87,5.84,SR,1703210474
507,bubaque,11.2833,-15.8333,25.29,53,7,4.19,GW,1703210474
508,neunburg vorm wald,49.3467,12.3844,4.31,84,52,7.75,DE,1703210475
509,bukit mertajam,5.363,100.4667,29.3,83,20,1.54,MY,1703210475
510,bannu,32.9854,70.6027,13.55,18,100,0.35,PK,1703210476
511,kirensk,57.7853,108.1119,-18.91,98,100,1.79,RU,1703210476
512,funadhoo,6.15,73.2667,27.27,74,100,0.53,MV,1703210477
513,talara,-4.5772,-81.2719,23.42,73,0,6.17,PE,1703210477
514,makanya,-4.3667,37.8333,22.44,83,56,1.29,TZ,1703210478
515,villa nueva,14.5269,-90.5875,17.01,72,40,8.23,GT,1703210478
516,acarau,-2.8856,-40.12,26.85,82,66,5.63,BR,1703210479
517,nemuro,43.3236,145.575,-1.96,64,29,6.65,JP,1703210480
518,ad dilam,23.9915,47.1627,16.23,39,99,3.36,SA,1703210480
519,zouerate,22.7187,-12.4521,12.14,30,0,3.0,MR,1703210481
520,kolokani,13.5728,-8.0339,14.69,23,0,4.01,ML,1703210482
521,shahrud,36.4182,54.9763,1.61,63,0,2.67,IR,1703210482
522,kuqa,41.7278,82.9364,-7.75,63,0,0.65,CN,1703210483
523,bengkulu,-3.8004,102.2655,24.67,91,100,1.71,ID,1703210484
524,moussoro,13.6408,16.4901,20.2,25,37,4.36,TD,1703210484
525,zvishavane,-20.3267,30.0665,20.02,64,84,1.28,ZW,1703210485
526,nova sintra,14.8667,-24.7167,20.14,66,7,5.66,CV,1703210486
527,ronneby,56.21,15.276,1.28,93,100,6.69,SE,1703210486
528,bera,24.0833,89.6167,19.52,71,39,1.27,BD,1703210487
529,erenhot,43.6475,111.9767,-19.79,74,27,2.68,CN,1703210488
530,ola,59.5833,151.2833,-24.37,75,100,4.25,RU,1703210488
531,yarmouth,41.7057,-70.2286,2.2,58,0,11.62,US,1703210190
532,nur-sultan,51.1801,71.446,-3.03,100,75,5.0,KZ,1703210489
533,tofol,5.3248,163.0078,29.88,79,100,7.2,FM,1703210490
534,tsiombe,-25.3,45.4833,22.54,95,7,2.54,MG,1703210491
535,ashland,40.8167,-82.2665,4.42,89,98,1.83,US,1703210492
536,isla mujeres,21.2311,-86.731,21.76,61,24,5.42,MX,1703210492
537,farafangana,-22.8167,47.8333,24.65,92,2,1.47,MG,1703210493
538,isla del bosque,22.7333,-105.85,23.65,75,100,2.14,MX,1703210494
539,bonthe,7.5264,-12.505,24.24,74,54,1.29,SL,1703210494
540,vila franca do campo,37.7167,-25.4333,14.23,81,2,3.97,PT,1703210468
541,kavieng,-2.5744,150.7967,28.48,74,25,2.14,PG,1703210495
542,alice town,25.7167,-79.3,20.97,68,100,9.13,BS,1703210496
543,kosh-agach,50.0,88.6667,-23.72,94,61,0.89,RU,1703210496
544,huambo,-12.7761,15.7392,18.89,94,40,5.66,AO,1703210497
545,kerikeri,-35.2268,173.9474,22.17,84,96,4.37,NZ,1703210497
546,jieshi,22.8134,115.8257,8.45,53,100,7.1,CN,1703210498
547,fisterra,42.9049,-9.2629,13.12,81,14,7.38,ES,1703210498
548,inarajan village,13.2736,144.7484,30.55,81,13,8.49,GU,1703210499
549,leer,53.2316,7.461,6.08,86,68,2.24,DE,1703210500
550,wallenhorst,52.35,8.0167,6.3,82,72,9.65,DE,1703210500
551,ayorou,14.7308,0.9174,17.59,15,14,3.96,NE,1703210501
552,turaif,31.6725,38.6637,8.14,76,0,3.09,SA,1703210501
553,ust'-kulom,61.6864,53.6902,-5.15,98,100,1.28,RU,1703210501
554,cavelossim,15.1726,73.9419,23.99,58,92,2.33,IN,1703210502
555,chillicothe,39.3331,-82.9824,5.77,85,40,1.54,US,1703210494
556,borogontsy,62.6683,131.1683,-34.95,96,100,2.18,RU,1703210503
557,atasu,48.6814,71.6433,-1.17,94,97,2.85,KZ,1703210504
558,dali,25.7,100.1833,9.98,64,10,0.85,CN,1703210504
559,terme,41.2092,36.9739,12.06,56,100,2.02,TR,1703210505
560,kailua-kona,19.6406,-155.9956,24.72,91,100,1.53,US,1703210505
561,torbeyevo,54.0797,43.2473,0.54,100,100,3.48,RU,1703210506
562,lionel town,17.8101,-77.2406,26.94,77,81,3.99,JM,1703210507
563,machico,32.7,-16.7667,18.35,76,40,9.26,PT,1703210507
564,masaya sur,16.497,121.7456,20.05,97,100,5.53,PH,1703210508
565,linden,6.0,-58.3,24.05,98,79,1.23,GY,1703210508
566,saldanha,-33.0117,17.9442,15.03,87,0,0.51,ZA,1703210509
567,sabzevar,36.2126,57.6819,4.18,56,0,1.3,IR,1703210510
568,kyzyl,51.7,94.45,-24.43,98,100,1.34,RU,1703210510
569,sur,22.5667,59.5289,20.74,75,0,1.32,OM,1703210511
